Unnamed: 0.2,Unnamed: 0,blh_C,ps_C,rh_C,t2m_C,wind_C,bc_C,oc_C,dust_C,dust25_C,so4_C,ssa_C,ssa25_C,Month,Year,date,lat,lon,aod,fmf,faod,caod,index_x,date_LT,MOD08_C,MOD09_C_1,MOD09_C_2,MOD09_C_3,MOD09_C_4,MOD09_C_5,MOD09_C_6,MOD09_C_7,MOD09_C_8,MOD09_C_9,MOD09_C_10,MOD09_C_11,MOD09_C_12,MOD09_C_13,MOD09_C_14,MOD09_C_15,Unnamed: 0.1,Row,Col,OID_,index_y,Latitude,Longitude
160747,5,13.675100326538086,100507.0078125,90.48965564713252,286.5057983398437,0.7396231164613692,0.0844744220376014,0.0680484175682067,0.1448315382003784,0.0850400999188423,0.0680484175682067,0.0034529576078057,0.001837246119976,10.0,2015.0,20151004.0,39.97689,116.38137,0.931296625,0.7513101875,0.70090575,0.230391125,Beijing,20151004,826.15625,1621.697021484375,30066.96875,29745.583984375,29263.048828125,29205.275390625,11299.2314453125,4422.802734375,1122.5462646484375,2134.273681640625,1012.7505493164062,1147.2210693359375,2076.462158203125,1675.62060546875,1099.265869140625,4481.63525390625,24625.0,100,592,81.0,Beijing_PKU,39.992,116.3102
222944,12,34.31126403808594,98643.5859375,63.95572602256796,300.5243225097656,0.4347737856922314,0.031253382563591,0.0597794130444526,0.0539400838315486,0.030454309657216,0.0597794130444526,0.0031852561514824,0.0017587268957868,7.0,2015.0,20150713.0,39.97689,116.38137,0.361703625,0.884411625,0.319823375,0.0418801875,Beijing,20150713,510.625,1002.4004516601562,31806.759765625,31615.3515625,30457.169921875,30231.5,5423.466796875,2302.0107421875,1109.1900634765625,2488.424560546875,814.9614868164062,1075.0008544921875,2540.885986328125,2130.71728515625,1513.0078125,154.21961975097656,86822.0,100,592,80.0,Beijing,39.97689,116.38137
175887,6,53.84690856933594,99738.140625,58.359902127712765,298.9153137207031,0.7128067502311602,0.0687837898731231,0.0694775134325027,0.0327358208596706,0.0191848091781139,0.0694775134325027,0.0042671710252761,0.0026019054930657,7.0,2015.0,20150708.0,39.93333,116.31667,2.5046249142857144,0.9770987142857144,2.447086371428571,0.0575385428571428,Beijing-CAMS,20150708,1633.9375,1913.060791015625,31248.955078125,31022.419921875,29933.392578125,29695.064453125,2895.8984375,2507.498779296875,1206.6015625,2668.129150390625,1128.0948486328125,1307.62158203125,2701.394775390625,2304.587158203125,1610.5069580078125,3272.58740234375,39765.0,100,592,81.0,Beijing_PKU,39.992,116.3102
142692,11,38.84870147705078,100960.2578125,49.13612177140978,270.1310729980469,1.905158497051357,0.0119923008605837,0.0060033490881323,0.0398208498954772,0.0248810090124607,0.0060033490881323,0.0002777996705844,0.0002178084832848,2.0,2015.0,20150205.0,39.97689,116.38137,0.1207615263157894,0.938555210526316,0.1120816842105263,0.0086796842105263,Beijing,20150205,143.25,1230.815673828125,29218.083984375,28540.62890625,28034.052734375,28067.634765625,5574.9443359375,5957.9775390625,1326.6522216796875,1850.8851318359373,775.5182495117188,1073.43310546875,2155.839599609375,2194.60498046875,1852.1229248046875,2410.553466796875,6570.0,100,592,80.0,Beijing,39.97689,116.38137
170555,12,41.08604049682617,100076.8828125,89.0323741768878,283.604736328125,1.55100535098919,0.0722591280937194,0.0618156269192695,0.0761459544301033,0.044918555766344,0.0618156269192695,0.0079234009608626,0.0043229288421571,10.0,2015.0,20151019.0,39.97689,116.38137,0.672041105263158,0.6414078947368421,0.4315970526315789,0.2404440526315789,Beijing,20151019,743.5625,1303.08447265625,29871.505859375,29513.4453125,29065.435546875,29030.958984375,6170.6328125,5153.02783203125,1150.3648681640625,2147.42333984375,872.715576171875,1089.49072265625,2317.705078125,1990.62841796875,1416.5072021484375,2430.545166015625,34433.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
205176,8,18.25439071655273,101121.359375,67.14459534518201,266.7373352050781,1.4663212447163188,0.0608802586793899,0.0398502834141254,0.0782689899206161,0.0502685382962226,0.0398502834141254,0.0012094366829842,0.0009353742352686,1.0,2013.0,20130118.0,39.97689,116.38137,0.4521866428571429,0.7136649285714285,0.3211027142857143,0.1310839285714285,Beijing,20130118,852.875,2249.9853515625,28441.146484375,27660.041015625,27122.537109375,27153.890625,5651.32080078125,6559.03466796875,2069.3310546875,2421.587646484375,1576.5654296875,1927.3232421875,2505.896484375,2317.207763671875,1884.44873046875,5388.3701171875,69054.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
167910,8,860.240966796875,100048.1796875,30.430101117864943,286.39654541015625,4.376528856843244,0.013908046297729,0.0260794032365083,0.01575243845582,0.0096238804981112,0.0260794032365083,0.0013696395326405,0.0006749997846782,10.0,2015.0,20151010.0,39.97689,116.38137,0.1154566666666666,0.6279513333333333,0.0720441666666666,0.0434126666666666,Beijing,20151010,191.625,974.4120483398438,29866.556640625,29310.919921875,28722.384765625,28682.130859375,6043.48974609375,4805.17041015625,1202.16552734375,2395.387451171875,917.2691040039062,1141.5029296875,2532.611328125,2142.6181640625,1535.768798828125,1404.60595703125,31788.0,100,592,81.0,Beijing_PKU,39.992,116.3102
164327,5,51.32041931152344,101568.1640625,55.26681134383801,270.7556457519531,1.643581709588547,0.0472025945782661,0.0251851212233304,0.0602198280394077,0.0383699238300323,0.0251851212233304,0.001250437926501,0.000847800518386,12.0,2013.0,20131216.0,39.97689,116.38137,1.2551623846153848,0.8448116923076923,1.062793153846154,0.1923693846153846,Beijing,20131216,998.4375,1537.3975830078125,28338.58203125,27668.876953125,27147.228515625,27167.669921875,6280.97998046875,6522.69775390625,1778.7176513671875,2032.3426513671875,1387.5223388671875,1672.6904296875,2126.773681640625,2046.9600830078125,1646.565673828125,2410.5498046875,28205.0,100,592,80.0,Beijing,39.97689,116.38137
240355,13,53.75046157836914,99376.1171875,64.18220694693875,292.69256591796875,1.1935687451263384,0.0980100482702255,0.0524317100644111,0.1344306170940399,0.0808869525790214,0.0524317100644111,0.0040164194069802,0.0028474100399762,4.0,2015.0,20150430.0,39.97689,116.38137,1.57492425,0.7880895,1.24756175,0.32736275,Beijing,20150430,1257.40625,1579.5025634765625,30892.375,30480.388671875,29659.99609375,29564.333984375,3786.053466796875,3294.77490234375,1759.36083984375,2744.767578125,1600.3380126953125,1783.7991943359375,2690.950927734375,2370.131591796875,1735.90771484375,5400.25390625,104233.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
140826,10,21.54218482971192,100420.703125,43.83557872527997,269.2788391113281,1.2345752250948177,0.0197736416012048,0.0104951569810509,0.0605849809944629,0.0355219691991806,0.0104951569810509,0.0011175243416801,0.0007386238430626,2.0,2015.0,20150209.0,39.97689,116.38137,0.3172566842105263,0.8420944210526315,0.2671343684210526,0.0501224736842105,Beijing,20150209,532.0625,2135.638671875,29134.279296875,28266.716796875,27672.134765625,27718.04296875,5303.6708984375,6071.17041015625,1709.1007080078125,2267.489990234375,1080.2239990234375,1472.1649169921875,2587.09716796875,2653.291748046875,2225.280029296875,5380.724609375,4704.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
143530,8,61.06110763549805,100711.5703125,31.669116843700888,275.933837890625,3.021515358273249,0.0121762854978442,0.0082472553476691,0.110329769551754,0.0647332370281219,0.0082472553476691,0.0005774464225396,0.0004421718476805,3.0,2013.0,20130303.0,39.97689,116.38137,0.3156539,0.4563802,0.144794,0.1708597,Beijing,20130303,535.1875,1119.6380615234375,29158.814453125,28280.224609375,26863.751953125,26733.724609375,5224.73974609375,5077.6416015625,1962.190673828125,2288.274658203125,1622.820556640625,1803.96240234375,2453.664306640625,2322.260009765625,1874.4556884765625,2416.82763671875,7408.0,100,592,81.0,Beijing_PKU,39.992,116.3102
229707,8,18.431625366210938,100343.0078125,82.18357566367304,272.3971862792969,0.996815711001782,0.1044248193502426,0.1853313893079757,0.1012761518359184,0.0590319335460662,0.1853313893079757,0.0101046720519661,0.0065001491457223,2.0,2015.0,20150215.0,39.93333,116.31667,3.3445265,0.980955,3.280825,0.0637015,Beijing-CAMS,20150215,1136.0,1020.1637573242188,30358.734375,29013.30859375,27202.857421875,27122.587890625,12025.4990234375,5398.92724609375,4646.98876953125,4698.35693359375,4476.646484375,4537.03564453125,4542.80224609375,4370.89404296875,3580.3798828125,3829.6640625,93585.0,100,592,81.0,Beijing_PKU,39.992,116.3102
242225,16,22.539262771606445,99245.6015625,83.16893446291328,293.4054870605469,0.9124741453267524,0.0294274296611547,0.0263437014073133,0.0215957853943109,0.012847320176661,0.0263437014073133,0.0001246512547368,0.0001028863116516,8.0,2014.0,20140815.0,39.97689,116.38137,0.1701783571428571,0.7180842857142856,0.1220571428571428,0.0481212142857142,Beijing,20140815,165.34375,1194.5382080078125,30979.2734375,30621.873046875,29622.0234375,29371.189453125,3823.97021484375,3269.446533203125,1160.0601806640625,3106.9443359375,915.4716186523438,1199.8428955078125,2969.320068359375,2288.21533203125,1444.0635986328125,4158.87744140625,106103.0,100,592,81.0,Beijing_PKU,39.992,116.3102
210067,11,45.8344841003418,99976.359375,42.10636576603332,280.0580139160156,1.9052475088778127,0.0653761103749275,0.087501011788845,0.1006664112210273,0.0598372109234333,0.087501011788845,0.0043431189842522,0.0027584242634475,4.0,2013.0,20130403.0,39.93333,116.31667,0.8560403043478261,0.6456508260869566,0.5688434782608696,0.2871968260869565,Beijing-CAMS,20130403,880.65625,1389.2705078125,30557.1171875,29881.52734375,29208.94921875,29241.3359375,11782.9833984375,3480.87548828125,1797.115478515625,2062.440673828125,1419.0048828125,1690.9248046875,2047.3836669921875,2064.869384765625,1729.8443603515625,5628.23095703125,73945.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
140783,9,34.192317962646484,100773.390625,58.80901981121098,274.2359924316406,1.6603783835924724,0.0251307990401983,0.0179179310798645,0.0486377626657485,0.0293717868626117,0.0179179310798645,0.0007490673451684,0.0005301643977873,4.0,2013.0,20130401.0,39.97689,116.38137,0.644656,0.921936,0.594331,0.050325,Beijing,20130401,722.59375,1625.084228515625,30228.34765625,29423.515625,28619.078125,28588.4140625,7900.60693359375,3918.269287109375,1737.9837646484375,2175.837646484375,1321.409423828125,1555.3057861328125,2328.1435546875,2322.82080078125,1936.1142578125,6091.86572265625,4661.0,100,592,81.0,Beijing_PKU,39.992,116.3102
172288,9,53.6579475402832,100105.15625,18.19756045370157,282.4320983886719,2.983287567407193,0.0220047309994697,0.0191765911877155,0.1884598582983017,0.1074773445725441,0.0191765911877155,0.0008437416399829,0.0006467361235991,3.0,2015.0,20150320.0,39.97689,116.38137,0.688656,0.1834762,0.1263046,0.5623511999999999,Beijing,20150320,657.875,1454.83935546875,30577.427734375,29789.626953125,28812.958984375,28890.958984375,4765.251953125,4632.1103515625,2021.9520263671875,2535.677490234375,1319.8287353515625,1766.1116943359375,2740.902099609375,2737.683837890625,2315.7685546875,4826.40478515625,36166.0,100,592,80.0,Beijing,39.97689,116.38137
155806,10,39.3914909362793,95741.171875,83.59104867083501,295.7434387207031,0.9068203806970684,0.0611782222986221,0.065363273024559,0.0502036549150943,0.0278415586799383,0.065363273024559,0.0018648990662768,0.0011843079701066,8.0,2014.0,20140820.0,40.0048,116.3786,1.710215,0.9512655,1.62735775,0.08285725,Beijing_RADI,20140820,868.90625,1044.6298828125,30291.498046875,30025.4453125,28714.0625,28514.953125,4436.4228515625,3207.275390625,1313.38134765625,2803.662353515625,1291.148681640625,1403.0806884765625,2752.674072265625,1963.7069091796875,1103.9609375,1465.398681640625,19684.0,99,592,82.0,Beijing_RADI,40.0048,116.3786
145711,11,68.27144622802734,101422.5078125,85.90892412483328,267.6769714355469,1.1271279868444752,0.0403667911887168,0.0313902385532856,0.0468411557376384,0.027184372767806,0.0313902385532856,0.0016097114421427,0.0010192149784415,2.0,2014.0,20140219.0,39.97689,116.38137,0.1721597222222222,0.5637851666666667,0.0969049444444444,0.0752547777777777,Beijing,20140219,367.65625,1243.390625,29263.390625,28486.677734375,27942.435546875,27972.671875,11986.8876953125,5222.17333984375,1168.797119140625,1568.3568115234375,765.8978881835938,972.9067993164062,1743.585693359375,1790.3466796875,1509.065673828125,4541.490234375,9589.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
142317,10,33.63801574707031,99131.0625,49.48627229098607,295.14385986328125,1.1665523565475115,0.0240998324006795,0.092721126973629,0.0231773722916841,0.014491619542241,0.092721126973629,0.0003671314625535,0.0002564301248639,6.0,2011.0,20110612.0,39.97689,116.38137,0.2824735625,0.857704875,0.2426156875,0.039858,Beijing,20110612,273.96875,860.7824096679688,31463.279296875,31132.287109375,30459.796875,30345.73828125,13375.349609375,1861.0,955.1582641601562,2176.1826171875,631.0839233398438,894.8677368164062,2156.771240234375,1842.9163818359373,1378.2833251953125,3781.42919921875,6195.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
221897,10,115.43202209472656,100467.2421875,94.46603266890028,278.5077514648437,0.4157539304982077,0.0312938280403614,0.0205608364194631,0.0961137115955352,0.0583121106028556,0.0205608364194631,0.0018657863838598,0.0012174722505733,11.0,2011.0,20111118.0,39.97689,116.38137,0.3502692857142856,0.8261354285714286,0.2917152857142857,0.0585542142857142,Beijing,20111118,270.65625,1452.768798828125,29280.109375,28626.73046875,27840.64453125,27735.046875,6369.306640625,6095.20849609375,1848.8642578125,2339.461181640625,1666.9739990234375,1791.0205078125,2496.47802734375,2307.978271484375,1780.5289306640625,3392.8701171875,85775.0,100,592,80.0,Beijing,39.97689,116.38137
224069,4,1201.3145751953125,100078.9375,29.581777192214336,279.5011901855469,4.390049470166012,0.0127383694052696,0.0161407049745321,0.0717173144221305,0.0415695309638977,0.0161407049745321,0.0010021722409874,0.0006251553422771,4.0,2013.0,20130408.0,39.93333,116.31667,0.1914089166666666,0.4794435833333333,0.0916705,0.0997385,Beijing-CAMS,20130408,288.84375,1442.4727783203125,30488.138671875,29675.6015625,28979.11328125,29031.4765625,4312.7822265625,3975.338623046875,1612.3973388671875,2314.48388671875,993.7526245117188,1343.759521484375,2576.651611328125,2594.102783203125,2197.265869140625,5367.01904296875,87947.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
215304,10,44.71032333374024,99949.9140625,16.855785837495574,288.2392578125,2.4274575720991693,0.0128848059102892,0.0178770143538713,0.0583727061748504,0.035352174192667,0.0178770143538713,0.0005528829642571,0.0004250961355865,5.0,2011.0,20110502.0,39.97689,116.38137,0.159384,0.392527,0.062563,0.096822,Beijing,20110502,171.21875,802.6785278320312,31372.3046875,30840.240234375,30379.4453125,30381.103515625,12257.7197265625,2537.7314453125,1102.2274169921875,2084.08544921875,699.3567504882812,997.6941528320312,2104.072265625,1908.1275634765625,1507.2584228515625,4523.310546875,79182.0,100,592,81.0,Beijing_PKU,39.992,116.3102
212252,10,14.74227523803711,100966.3515625,45.40103476165384,272.4115295410156,1.2980037548131709,0.0116788726300001,0.010792426764965,0.0296649858355522,0.01776690967381,0.010792426764965,0.0038822386413812,0.0030204397626221,3.0,2011.0,20110315.0,39.97689,116.38137,0.1697547777777777,0.5806768888888888,0.0974481111111111,0.0723066666666666,Beijing,20110315,190.375,937.177978515625,29991.33984375,29182.736328125,28573.62109375,28621.07421875,12087.826171875,4316.376953125,1204.99365234375,1607.08935546875,712.6356811523438,1001.5272216796876,1831.3026123046875,1933.2694091796875,1703.9932861328125,4513.47509765625,76130.0,100,592,81.0,Beijing_PKU,39.992,116.3102
221774,9,306.6685485839844,99328.3125,79.1985895469301,296.8842468261719,1.8505402093403367,0.0307600386440753,0.0296616647392511,0.0538826286792755,0.0308699812740087,0.0296616647392511,0.0011418483918532,0.0006747842999175,8.0,2013.0,20130826.0,39.97689,116.38137,0.116082,0.638795,0.0746556875,0.04142625,Beijing,20130826,204.28125,1003.8003540039062,31317.126953125,31053.25390625,30573.751953125,30468.423828125,4517.0556640625,3405.065673828125,937.2242431640624,2898.627197265625,636.3486938476562,939.3081665039062,2819.556396484375,2138.208251953125,1337.3458251953125,2398.445068359375,85652.0,100,592,80.0,Beijing,39.97689,116.38137
139214,10,20.621639251708984,101713.1015625,59.16208641926553,268.6557312011719,0.1520656280441595,0.0268165618181228,0.0236355978995561,0.0124649042263627,0.008209322579205,0.0236355978995561,0.0014453754993155,0.0008371307631023,12.0,2014.0,20141225.0,39.93333,116.31667,0.0642441969696969,0.5825655909090909,0.037524606060606,0.0267196515151515,Beijing-CAMS,20141225,101.8125,2402.6875,28790.255859375,28061.0546875,27716.412109375,27754.556640625,8729.3232421875,6563.41455078125,1324.021728515625,1982.539306640625,741.4667358398438,1033.743896484375,2240.1142578125,2285.574462890625,1831.109375,6139.93798828125,3092.0,100,592,80.0,Beijing,39.97689,116.38137
158288,6,26.480823516845703,100927.984375,55.59164474126593,271.5310363769531,1.74781980516846,0.0190227422863245,0.0121181616559624,0.0142222316935658,0.0086201401427388,0.0121181616559624,0.0008949500625021,0.0004705184837803,11.0,2014.0,20141113.0,39.97689,116.38137,0.157319625,0.75018475,0.116444625,0.0408750625,Beijing,20141113,160.1875,987.8854370117188,29304.4375,28819.685546875,28420.107421875,28438.609375,11178.595703125,5826.22314453125,972.4299926757812,1634.5992431640625,601.9586181640625,814.5410766601562,1896.7432861328125,1832.0888671875,1438.8287353515625,1942.7005615234373,22166.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
171153,6,86.0770034790039,99510.03125,47.47275125681581,276.2208251953125,1.3045137738106956,0.01616788841784,0.0185143146663904,0.0876838490366935,0.0509330742061138,0.0185143146663904,0.0010318764252588,0.0005809697322547,4.0,2013.0,20130406.0,39.93333,116.31667,0.1370135479452054,0.7601953561643836,0.1031142876712328,0.0338992602739726,Beijing-CAMS,20130406,197.65625,1185.032958984375,30556.279296875,29822.74609375,29236.21484375,29260.197265625,4567.716796875,3897.1025390625,1496.00146484375,2198.072021484375,885.6339721679688,1227.883056640625,2487.618896484375,2520.0859375,2130.58935546875,4120.62939453125,35031.0,100,592,81.0,Beijing_PKU,39.992,116.3102
210522,14,17.221101760864258,100568.90625,74.06737893885284,279.3149108886719,0.5407562006909159,0.0640068128705024,0.1594152450561523,0.1376566588878631,0.0818667486310005,0.1594152450561523,0.0127338515594601,0.0064119976013898,4.0,2015.0,20150408.0,39.93333,116.31667,0.9918701935483872,0.8839820322580645,0.8800394838709676,0.1118306451612903,Beijing-CAMS,20150408,1131.03125,1125.8790283203125,29785.232421875,29172.6796875,28282.033203125,28229.62109375,4477.74365234375,3584.083740234375,1830.44677734375,2356.7646484375,1561.6165771484375,1707.2998046875,2460.433837890625,2163.04833984375,1668.7442626953125,237.4916076660156,74400.0,100,592,81.0,Beijing_PKU,39.992,116.3102
191362,4,58.80492782592773,100291.09375,37.440223147196924,284.2643127441406,1.4079296761870377,0.0219470188021659,0.0384862720966339,0.0484037846326828,0.0294480249285697,0.0384862720966339,0.0010616480140015,0.0006822410505264,4.0,2011.0,20110415.0,39.97689,116.38137,0.6066165,0.1059648,0.0626671,0.5439494,Beijing,20110415,313.875,970.8098754882812,31255.404296875,30610.326171875,29878.306640625,29989.025390625,4624.53662109375,3462.1064453125,1564.2274169921875,2336.379150390625,931.4247436523438,1323.968994140625,2555.4140625,2480.359619140625,2122.707763671875,2437.1025390625,55240.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
221005,7,70.38114166259766,97801.5546875,42.16785571726481,258.8761291503906,2.078123835667087,0.0114164855331182,0.007852996699512,0.0097516626119613,0.0065861768089234,0.007852996699512,0.0015040239086374,0.001272800611332,1.0,2011.0,20110117.0,40.0048,116.3786,0.1153210285714285,0.8982158571428571,0.1034775142857142,0.0118437142857142,Beijing_RADI,20110117,241.875,1433.3619384765625,28011.654296875,27345.673828125,26845.619140625,26883.533203125,11626.017578125,6168.9814453125,860.7838745117188,1253.2176513671875,471.4936218261719,705.342041015625,1509.03466796875,1563.5963134765625,1270.810791015625,5004.115234375,84883.0,99,592,82.0,Beijing_RADI,40.0048,116.3786
186791,8,28.831388473510746,98303.4921875,42.02261230986024,286.8819885253906,2.029506710366603,0.009085277095437,0.0119583550840616,0.0386402159929275,0.0243105720728635,0.0119583550840616,0.000366138323443,0.0002868661831598,5.0,2013.0,20130510.0,39.97689,116.38137,0.1789497142857143,0.4024547142857143,0.0720048571428571,0.106945,Beijing,20130510,122.96875,1249.31689453125,31222.5859375,30691.5859375,30205.328125,30162.40625,3466.523681640625,3046.041259765625,1277.08154296875,2753.263671875,815.6834716796875,1179.1881103515625,2718.489990234375,2326.21826171875,1726.1357421875,5396.90380859375,50669.0,100,592,79.0,Beijing-CAMS,39.93333,116.31667
